,album,track_number,id,name,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity
350,Red (Deluxe Edition),7,31pEV5lPJi7btskZoUr2yu,I Almost Do,spotify:track:31pEV5lPJi7btskZoUr2yu,0.0173,0.567,0.481,4.13e-05,0.182,-7.357,0.027,145.865,0.233,47
351,Red (Deluxe Edition),8,1OYARuagDrpgNNQ4loO1Cs,We Are Never Ever Getting Back Together,spotify:track:1OYARuagDrpgNNQ4loO1Cs,0.00957,0.628,0.676,2.65e-05,0.102,-5.911,0.0916,85.984,0.75,53
352,Red (Deluxe Edition),9,1x0J8LFX23d5h1zzuzZorc,Stay Stay Stay,spotify:track:1x0J8LFX23d5h1zzuzZorc,0.307,0.729,0.748,1.29e-06,0.09,-6.67,0.0245,99.981,0.928,48
353,Red (Deluxe Edition),10,7vvIpJZye5cRR6De1LKM0m,The Last Time,spotify:track:7vvIpJZye5cRR6De1LKM0m,0.035,0.505,0.443,3.15e-06,0.0921,-7.039,0.0276,94.069,0.123,49
354,Red (Deluxe Edition),11,5d2Kn9oAAh9S2EbyCo1i52,Holy Ground,spotify:track:5d2Kn9oAAh9S2EbyCo1i52,0.0162,0.627,0.816,0.00208,0.0966,-6.698,0.0774,157.043,0.648,47
355,Red (Deluxe Edition),12,5QKhg4r4Ibt0LVTmWEXTEg,Sad Beautiful Tragic,spotify:track:5QKhg4r4Ibt0LVTmWEXTEg,0.632,0.624,0.34,0.0337,0.121,-12.411,0.029,129.987,0.261,44
356,Red (Deluxe Edition),13,2wtHlpYSgC7xEdD3DrSHNL,The Lucky One,spotify:track:2wtHlpYSgC7xEdD3DrSHNL,0.0371,0.706,0.499,0.0,0.132,-7.675,0.0369,117.937,0.545,45
357,Red (Deluxe Edition),14,7gdwoOmi258QJq0hmQ4hto,Everything Has Changed,spotify:track:7gdwoOmi258QJq0hmQ4hto,0.36,0.624,0.458,3.89e-06,0.303,-6.755,0.0287,80.017,0.436,49
358,Red (Deluxe Edition),15,0vqI4ZIMuifeKeItGiWbPj,Starlight,spotify:track:0vqI4ZIMuifeKeItGiWbPj,0.0213,0.649,0.777,0.000335,0.221,-5.804,0.0406,126.018,0.587,45
359,Red (Deluxe Edition),16,48A0aShHlovDfTMucMrE66,Begin Again,spotify:track:48A0aShHlovDfTMucMrE66,0.199,0.53,0.526,3.52e-06,0.232,-8.349,0.0263,79.025,0.323,46
360,Red (Deluxe Edition),17,5AsmAjBSSQjRPWgAYIp8tm,The Moment I Knew,spotify:track:5AsmAjBSSQjRPWgAYIp8tm,0.187,0.62,0.506,1.47e-05,0.102,-7.327,0.0312,126.015,0.275,43
361,Red (Deluxe Edition),18,4qyalTRMRH5YuEntvvMvq0,Come Back...Be Here,spotify:track:4qyalTRMRH5YuEntvvMvq0,0.00471,0.483,0.548,2.01e-06,0.0997,-6.291,0.0254,79.926,0.217,48
362,Red (Deluxe Edition),19,6cf6rLb8qcklvJv90W6HCW,Girl At Home,spotify:track:6cf6rLb8qcklvJv90W6HCW,0.272,0.733,0.59,0.0,0.136,-5.86,0.0284,125.048,0.633,41
363,Red (Deluxe Edition),20,7BT9K9BDqq6HI2oWH5UMZQ,Treacherous - Original Demo Recording,spotify:track:7BT9K9BDqq6HI2oWH5UMZQ,0.175,0.828,0.64,6.14e-05,0.0996,-8.248,0.0355,109.993,0.519,39
364,Red (Deluxe Edition),21,4mqgn90sCeVSYqcoftTQTd,Red - Original Demo Recording,spotify:track:4mqgn90sCeVSYqcoftTQTd,0.113,0.678,0.902,0.000235,0.0722,-4.659,0.0358,124.998,0.637,39
365,Red (Deluxe Edition),22,5G9AVKld9q7DCrmoY42raf,State Of Grace - Acoustic,spotify:track:5G9AVKld9q7DCrmoY42raf,0.664,0.626,0.118,0.000169,0.127,-15.91,0.0305,105.597,0.0682,42
366,Red,1,786NsUYn4GGUf8AOt0SQhP,State Of Grace,spotify:track:786NsUYn4GGUf8AOt0SQhP,0.000197,0.588,0.825,0.00138,0.0885,-5.882,0.0328,129.968,0.397,43
367,Red,2,0cITLOYn1Sv4q27zZPqlNK,Red,spotify:track:0cITLOYn1Sv4q27zZPqlNK,0.0773,0.602,0.896,8.87e-05,0.091,-4.267,0.0437,124.978,0.641,60
368,Red,3,5kYFVSQoPu7yRpfiHBwMUk,Treacherous,spotify:track:5kYFVSQoPu7yRpfiHBwMUk,0.101,0.705,0.621,4.3e-06,0.147,-8.086,0.0334,109.993,0.395,42
369,Red,4,72jCZdH0Lhg93z6Z4hBjgj,I Knew You Were Trouble.,spotify:track:72jCZdH0Lhg93z6Z4hBjgj,0.00454,0.622,0.469,2.25e-06,0.0398,-6.798,0.0363,77.019,0.679,64
370,Red,5,4XMP3zVxrnr58T0tjIHvpR,All Too Well,spotify:track:4XMP3zVxrnr58T0tjIHvpR,0.0382,0.602,0.609,0.0002,0.127,-7.803,0.0243,93.06,0.337,49
371,Red,6,2ULNeSomDxVNmdDy8VxEBU,22,spotify:track:2ULNeSomDxVNmdDy8VxEBU,0.00215,0.658,0.729,0.0013,0.0752,-6.561,0.0378,104.007,0.668,54
372,Red,7,5VwFkx7JOimOGTYfha5rs1,I Almost Do,spotify:track:5VwFkx7JOimOGTYfha5rs1,0.0173,0.567,0.481,4.13e-05,0.182,-7.357,0.027,145.865,0.233,44
373,Red,8,7AEAGTc8cReDqcbPoY9gwo,We Are Never Ever Getting Back Together,spotify:track:7AEAGTc8cReDqcbPoY9gwo,0.00957,0.628,0.676,2.65e-05,0.102,-5.911,0.0916,85.984,0.75,62
374,Red,9,1qLeEu4iXEclkLwoBlMiou,Stay Stay Stay,spotify:track:1qLeEu4iXEclkLwoBlMiou,0.307,0.729,0.748,1.29e-06,0.09,-6.67,0.0245,99.981,0.928,42
375,Red,10,3n9mzjgAzjyKawvbHzciXF,The Last Time,spotify:track:3n9mzjgAzjyKawvbHzciXF,0.035,0.505,0.443,3.15e-06,0.0921,-7.039,0.0276,94.069,0.123,41
376,Red,11,1fGsZsIkQkOspfsT24nQP6,Holy Ground,spotify:track:1fGsZsIkQkOspfsT24nQP6,0.0162,0.627,0.816,0.00208,0.0966,-6.698,0.0774,157.043,0.648,41
377,Red,12,6LKjHhOW1az75pCQ9XJJtF,Sad Beautiful Tragic,spotify:track:6LKjHhOW1az75pCQ9XJJtF,0.632,0.624,0.34,0.0337,0.121,-12.411,0.029,129.987,0.261,39
378,Red,13,2X2J0BhxaLTmnxO4pPUhSd,The Lucky One,spotify:track:2X2J0BhxaLTmnxO4pPUhSd,0.0371,0.706,0.499,0.0,0.132,-7.675,0.0369,117.937,0.545,40
379,Red,14,4NAmRvqSITAAzKWnC8yRq3,Everything Has Changed,spotify:track:4NAmRvqSITAAzKWnC8yRq3,0.36,0.624,0.458,3.89e-06,0.303,-6.755,0.0287,80.017,0.436,54
380,Red,15,7MecVsMj22MneZt7kVFaCr,Starlight,spotify:track:7MecVsMj22MneZt7kVFaCr,0.0213,0.649,0.777,0.000335,0.221,-5.804,0.0406,126.018,0.587,40
381,Red,16,0L4YCNRfXAoTvdpWeH2RGj,Begin Again,spotify:track:0L4YCNRfXAoTvdpWeH2RGj,0.199,0.53,0.526,3.52e-06,0.232,-8.349,0.0263,79.025,0.323,58
382,Speak Now World Tour Live,1,1aBJNc2thaKyh5THWzIqHX,Sparks Fly - Live/2011,spotify:track:1aBJNc2thaKyh5THWzIqHX,0.00917,0.455,0.783,0.0,0.918,-5.184,0.0393,114.981,0.298,48
383,Speak Now World Tour Live,2,7yndkPYP6YQQLBpPsizDfh,Mine - Live/2011,spotify:track:7yndkPYP6YQQLBpPsizDfh,0.00233,0.496,0.852,0.0,0.554,-4.775,0.0373,120.969,0.442,47
384,Speak Now World Tour Live,3,72GIZuUXo14oyrS0si3Rgc,The Story Of Us - Live,spotify:track:72GIZuUXo14oyrS0si3Rgc,0.00048,0.419,0.908,0.0,0.815,-5.156,0.0651,139.813,0.472,47
385,Speak Now World Tour Live,4,7mFiEij8AXPUZB7aKLbUlQ,Mean - Live/2011,spotify:track:7mFiEij8AXPUZB7aKLbUlQ,0.154,0.429,0.915,0.0,0.693,-4.373,0.069,163.752,0.432,47
386,Speak Now World Tour Live,5,68QyrSzpnoU04AAhE5z8lj,Ours - Live/2011,spotify:track:68QyrSzpnoU04AAhE5z8lj,0.715,0.421,0.355,0.0,0.867,-10.21,0.0298,77.769,0.267,46
387,Speak Now World Tour Live,6,1IsquhJFJ0qcFZI7FeAEuN,Back To December/Apologize/You're Not Sorry - Live/2011/Medley,spotify:track:1IsquhJFJ0qcFZI7FeAEuN,0.155,0.374,0.516,0.0,0.795,-8.745,0.0294,142.057,0.171,53
388,Speak Now World Tour Live,7,6505MLhnqTDDg4tjoUz2Wp,Better Than Revenge - Live/2011,spotify:track:6505MLhnqTDDg4tjoUz2Wp,0.00306,0.445,0.887,2.67e-05,0.931,-5.629,0.0768,145.954,0.386,48
389,Speak Now World Tour Live,8,3QFB14MOUf3imlyISNmrbT,Speak Now - Live/2011,spotify:track:3QFB14MOUf3imlyISNmrbT,0.0636,0.615,0.694,1.28e-06,0.83,-5.251,0.0318,118.876,0.373,47
390,Speak Now World Tour Live,9,6hH37tyeRdyan1mAppmVor,Last Kiss - Live/2011,spotify:track:6hH37tyeRdyan1mAppmVor,0.205,0.427,0.395,8.73e-06,0.701,-12.551,0.0291,79.517,0.188,47
391,Speak Now World Tour Live,10,0BSmbCIY36iw04azzJ3S0S,Drops Of Jupiter - Live/2011,spotify:track:0BSmbCIY36iw04azzJ3S0S,0.806,0.374,0.504,0.0,0.76,-8.407,0.0392,109.025,0.27,53
392,Speak Now World Tour Live,11,6KF9xd2hBLuexrmBX4vUWD,Bette Davis Eyes - Live/2011,spotify:track:6KF9xd2hBLuexrmBX4vUWD,0.713,0.327,0.488,0.0,0.837,-9.287,0.0322,104.46,0.363,48
393,Speak Now World Tour Live,12,4KB3zBArZ1rHRExilzycaV,I Want You Back - Live/2011,spotify:track:4KB3zBArZ1rHRExilzycaV,0.794,0.536,0.512,0.000122,0.497,-6.794,0.0341,97.397,0.249,49
394,Speak Now World Tour Live,13,4DbI1rr4IQ2bc8nejy9ttd,Dear John - Live/2011,spotify:track:4DbI1rr4IQ2bc8nejy9ttd,0.0157,0.521,0.386,0.0,0.884,-8.784,0.0301,119.518,0.138,47
395,Speak Now World Tour Live,14,3lm4L3pPL32PFy74dR17OR,Enchanted - Live/2011,spotify:track:3lm4L3pPL32PFy74dR17OR,0.0747,0.34,0.663,2.34e-06,0.563,-5.597,0.0331,163.678,0.214,49
396,Speak Now World Tour Live,15,6znB7YZhMJT2B83zfbiyLq,Haunted - Live/2011,spotify:track:6znB7YZhMJT2B83zfbiyLq,0.0245,0.338,0.818,0.0,0.889,-7.495,0.0496,162.157,0.177,47
397,Speak Now World Tour Live,16,5QkzyLUb4ggojNDp8G2OxX,Long Live - Live/2011,spotify:track:5QkzyLUb4ggojNDp8G2OxX,0.0053,0.544,0.728,0.0,0.865,-5.838,0.0282,101.939,0.204,48
398,Speak Now (Deluxe Edition),1,6LZaxlycSWrJZ4Volb25qx,Mine,spotify:track:6LZaxlycSWrJZ4Volb25qx,0.00265,0.624,0.757,1.87e-06,0.189,-2.94,0.0296,121.07,0.658,54
399,Speak Now (Deluxe Edition),2,1q8E1FfFuhd12c5JcJwPxQ,Sparks Fly,spotify:track:1q8E1FfFuhd12c5JcJwPxQ,0.0396,0.605,0.787,1.42e-06,0.163,-3.002,0.0308,114.987,0.374,55
400,Speak Now (Deluxe Edition),3,7lxADouiWFkwR7ZV2GKUcH,Back To December,spotify:track:7lxADouiWFkwR7ZV2GKUcH,0.117,0.529,0.67,0.0,0.334,-4.663,0.0303,141.893,0.286,55
401,Speak Now (Deluxe Edition),4,1nYWTzy5zu3zEPNgB1sItW,Speak Now,spotify:track:1nYWTzy5zu3zEPNgB1sItW,0.095,0.709,0.599,0.0,0.0973,-3.734,0.0304,118.975,0.735,50
402,Speak Now (Deluxe Edition),5,1ubvV5ECkm6nSI6g1HmbBK,Dear John,spotify:track:1ubvV5ECkm6nSI6g1HmbBK,0.166,0.589,0.47,1.45e-06,0.112,-5.32,0.028,119.386,0.102,56
403,Speak Now (Deluxe Edition),6,4N60XfcTE1ysLZGbYgnYXq,Mean,spotify:track:4N60XfcTE1ysLZGbYgnYXq,0.452,0.568,0.761,0.0,0.217,-3.987,0.0459,163.974,0.789,56
404,Speak Now (Deluxe Edition),7,19tHCfzUSoy5HkpxcmbA0A,The Story Of Us,spotify:track:19tHCfzUSoy5HkpxcmbA0A,0.00478,0.543,0.818,0.000368,0.0357,-3.611,0.0398,139.898,0.683,51
405,Speak Now (Deluxe Edition),8,74WBGgUnpKrJXt6TETfR6Z,Never Grow Up,spotify:track:74WBGgUnpKrJXt6TETfR6Z,0.819,0.714,0.305,0.0,0.174,-8.837,0.0305,124.91,0.554,54
406,Speak Now (Deluxe Edition),9,14LtANuaslKWyYbktUrHBU,Enchanted,spotify:track:14LtANuaslKWyYbktUrHBU,0.0739,0.455,0.623,0.000424,0.146,-3.878,0.0288,163.893,0.208,55
407,Speak Now (Deluxe Edition),10,1By2VQkUN0Frd8mKNV5NYC,Better Than Revenge,spotify:track:1By2VQkUN0Frd8mKNV5NYC,0.0139,0.516,0.917,6.37e-06,0.36,-3.186,0.0827,145.821,0.635,63
408,Speak Now (Deluxe Edition),11,3kfgJql90tzgoxByioAMXR,Innocent,spotify:track:3kfgJql90tzgoxByioAMXR,0.186,0.552,0.608,0.0,0.125,-5.29,0.0259,134.05,0.17,46
409,Speak Now (Deluxe Edition),12,11UaQaEp2LvdspTyyuE3ur,Haunted,spotify:track:11UaQaEp2LvdspTyyuE3ur,0.0826,0.436,0.95,1.08e-06,0.149,-2.627,0.057,162.088,0.352,55
410,Speak Now (Deluxe Edition),13,1D27z8xNzjW0Mwwt1NCWhJ,Last Kiss,spotify:track:1D27z8xNzjW0Mwwt1NCWhJ,0.57,0.371,0.341,3.09e-05,0.101,-9.475,0.0319,89.038,0.196,52
411,Speak Now (Deluxe Edition),14,7DjCRhhFo9PPzca1BjMLcf,Long Live,spotify:track:7DjCRhhFo9PPzca1BjMLcf,0.036,0.418,0.68,7.59e-05,0.114,-4.3,0.0347,204.12,0.142,52
412,Speak Now (Deluxe Edition),15,1EQn3Uc5AyUXoiPLeyCrrg,Ours,spotify:track:1EQn3Uc5AyUXoiPLeyCrrg,0.537,0.608,0.569,0.0,0.097,-7.227,0.0284,159.845,0.238,55
413,Speak Now (Deluxe Edition),16,0vvt4IZOMkRug195S4MUq0,If This Was A Movie,spotify:track:0vvt4IZOMkRug195S4MUq0,0.166,0.511,0.719,4.54e-06,0.34,-3.457,0.0265,147.852,0.289,51
414,Speak Now (Deluxe Edition),17,2R7C9dDqv1UPycvepBFziA,Superman,spotify:track:2R7C9dDqv1UPycvepBFziA,0.0268,0.582,0.765,1.95e-06,0.103,-3.648,0.0324,131.982,0.559,47
415,Speak Now (Deluxe Edition),18,6IH2Z54gYPLqgJtxZjX80i,Back To December - Acoustic,spotify:track:6IH2Z54gYPLqgJtxZjX80i,0.748,0.541,0.453,0.0,0.2,-6.459,0.0266,141.757,0.377,50
416,Speak Now (Deluxe Edition),19,62rlxI6g2PNaWsHoiRryto,Haunted - Acoustic Version,spotify:track:62rlxI6g2PNaWsHoiRryto,0.842,0.563,0.443,0.0,0.293,-5.078,0.0247,80.962,0.313,50
417,Speak Now (Deluxe Edition),20,0fAbfDiuQiUwV7FUcFfRGY,Mine - POP Mix,spotify:track:0fAbfDiuQiUwV7FUcFfRGY,0.00727,0.695,0.723,1.2e-06,0.1,-3.806,0.0285,121.011,0.679,46
